"id","StudyID","PairID","Digitized.","Study","Lab.field","Observation..Experimental","Location","Habitat","Physical.Variable","Species","Description","Sample.size","Continuous.wave.data.available.","Continuous.bathymetry.","Wave.Height.Type","H1","Distance.from.H1.to.seaward.bed.edge..m.","h1","H2","x2","h2","H3","x3","h3","H4","x4","h4","H5","x5","h5","H6","x6","h6","H7","x7","h7","H8","x8","h8","H9","x9","h9","xmin","xmax","Attenuation.....mean","Offshore.H0..m..mean","Offshore.H0..m..min","Offshore.H0..m..max","Offshore.H0..m..median","Offshore.H0..m..stdev","Offshore.T..m..mean","Offshore.T..m..min","Offshore.T..m..max","Offshore.T..m..median","Offshore.T..m..stdev","T.mean..s.","T.min..s.","T.max..s.","h.mean..m.","h.min..m.","h.max..m.","Density..shoots.m2..mean","Density..shoots.m2..min","Density..shoots.m2..max","Density..g.m2..mean","Density..g.m2..min","Density..g.m2..max","Vegetation.height..m.","Stem.diameter..mm.","Friction.Coef.mean","Friction.Coef.stdev","Type.of.Friction.Coefficient","RelativeDepth","Notes","Hab2","Hab3","LF","Field","x1","T","h","D","A","hv","atten","h_hv","slope","WaveType","WaveTypeVerbose","k","spstudy","LFstudy","LFHab3","hab2study","habstudy","X.kk","nHfit","Cdval2","Bval2","Difval2","R2val2","slo","flatbed","ReMean","ReSd","KCMean","KCSd","KC2Mean","KC2Sd","Cdnozero","R2"
79,19,NA,1,"Mazda et al. 1997","Field","Experimental","Vietnam","Mangrove","Wave height","Kandelia candel","7.17 hr",1,1,0,"Hs",0.177756212488985,0,0.416475488,0.0437893795059073,1460,0.416475488,0.0222659630309744,1990,0.446139057,0.00781478019968071,2480,0.423513439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,5,8,NA,NA,NA,1.29842288,0.573347538,1.732883974,NA,NA,NA,0.365231571,236.8305,0.12,NA,"Drag coefficient Cd","","Could calculate density, veg height and diameter separately for each transect section (used average instead). Calculated wave heights from guess at incident wave height (Fig. 3) and % attenuation (Fig. 4).","Mangrove","Mangrove","field",1,0,6.5,0.425650868,1.29842288,0.2368305,0.365231571,0.956036528398888,1.16542736662817,0,1,"Hrms",0.00113770744717383,"Kandelia candelMazda et al. 1997","fieldMangroveMazda et al. 1997","Mangrovefield","MangroveMazda et al. 1997","MangroveMazda et al. 1997",159,4,0.164672916,0.4,0.008900424,NA,-156327.7378,0,30399.47669,37881.0062,4.120422582,5.13478959,12.65616542,3.080213891,0.164672916,0.982630274960109
80,19,NA,1,"Mazda et al. 1997","Field","Experimental","Vietnam","Mangrove","Wave height","Kandelia candel","7.48 hr",1,1,0,"Hs",0.139612434775961,0,0.358738228,0.0356290313902387,1460,0.358738228,0.0154924651351863,1990,0.399725621,0.00453385418709298,2480,0.379925914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,5,8,NA,NA,NA,1.29842288,0.573347538,1.732883974,NA,NA,NA,0.365231571,236.8305,0.12,NA,"Drag coefficient Cd","","Could calculate density, veg height and diameter separately for each transect section (used average instead). Calculated wave heights from guess at incident wave height (Fig. 3) and % attenuation (Fig. 4).","Mangrove","Mangrove","field",1,0,6.5,0.37428199775,1.29842288,0.2368305,0.365231571,0.967525427127114,1.02477996829579,0,1,"Hrms",0.00121455324840071,"Kandelia candelMazda et al. 1997","fieldMangroveMazda et al. 1997","Mangrovefield","MangroveMazda et al. 1997","MangroveMazda et al. 1997",160,4,0.162595009,0.4,0.008216063,NA,-82289.43906,0,25416.15776,32474.94091,3.446107957,4.403268888,12.65616542,3.080213891,0.162595009,0.976498496893179
81,19,NA,1,"Mazda et al. 1997","Field","Experimental","Vietnam","Mangrove","Wave height","Kandelia candel","7.79 hr",1,1,0,"Hs",0.142075385886654,0,0.328422657,0.0336736617184609,1460,0.328422657,0.0127395375435691,1990,0.339165531,0.00414971439411941,2480,0.346965243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,5,8,NA,NA,NA,1.29842288,0.573347538,1.732883974,NA,NA,NA,0.365231571,236.8305,0.12,NA,"Drag coefficient Cd","","Could calculate density, veg height and diameter separately for each transect section (used average instead). Calculated wave heights from guess at incident wave height (Fig. 3) and % attenuation (Fig. 4).","Mangrove","Mangrove","field",1,0,6.5,0.335744022,1.29842288,0.2368305,0.365231571,0.97079216524226,0.919263417126665,0,1,"Hrms",0.00127949329427511,"Kandelia candelMazda et al. 1997","fieldMangroveMazda et al. 1997","Mangrovefield","MangroveMazda et al. 1997","MangroveMazda et al. 1997",161,4,0.160695713,0.4,0.007837171,NA,-144097.2395,0,26316.9592,34972.18818,3.568286048,4.741838531,12.65616542,3.080213891,0.160695713,0.979897259880627
82,19,NA,1,"Mazda et al. 1997","Field","Experimental","Vietnam","Mangrove","Wave height","Kandelia candel","8.09 hr",1,1,0,"Hs",0.144538336043283,0,0.302849717,0.0318556181944871,1460,0.302849717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,5,8,NA,NA,NA,1.29842288,0.573347538,1.732883974,NA,NA,NA,0.365231571,236.8305,0.12,NA,"Drag coefficient Cd","","Could calculate density, veg height and diameter separately for each transect section (used average instead). Calculated wave heights from guess at incident wave height (Fig. 3) and % attenuation (Fig. 4).","Mangrove","Mangrove","field",1,0,6.5,0.302849717,1.29842288,0.2368305,0.365231571,0.779604366104313,0.829199174022117,0,1,"Hrms",0.00103584315877416,"Kandelia candelMazda et al. 1997","fieldMangroveMazda et al. 1997","Mangrovefield","MangroveMazda et al. 1997","MangroveMazda et al. 1997",162,2,0.085239469,0.4,1.57e-12,NA,NA,1,50314.63621,45455.13503,6.822103306,6.163209164,10.817696,2.039804319,0.085239469,1
234,39,NA,NA,"Massel et al. 1999","Field","","Australia","Mangrove","Wave height","Rhizophora spp.","Cocoa Creek 8:20am: Sites 2 to 3",1,0,1,"Hm0",NA,0,1.25,NA,80,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Mangrove","Mangrove","field",1,0,1.8846,0.875,NA,NA,NA,NA,NA,0.54,1,"Hrms",NA,"Rhizophora spp.Massel et al. 1999","fieldMangroveMassel et al. 1999","Mangrovefield","MangroveMassel et al. 1999","MangroveMassel et al. 1999",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,39,NA,NA,"Massel et al. 1999","Field","","Australia","Mangrove","Wave height","Rhizophora spp.","Cocoa Creek 9:40am: Sites 2 to 4",1,0,1,"Hm0",NA,0,1.8,NA,160,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Mangrove","Mangrove","field",1,0,1.9832,1.25,NA,NA,NA,NA,NA,0.39,1,"Hrms",NA,"Rhizophora spp.Massel et al. 1999","fieldMangroveMassel et al. 1999","Mangrovefield","MangroveMassel et al. 1999","MangroveMassel et al. 1999",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,39,NA,NA,"Massel et al. 1999","Field","","Australia","Mangrove","Wave height","Rhizophora spp. and Aegiceras spp.","Cocoa Creek 10:40am: Sites 2 to 4",1,0,1,"Hm0",NA,0,1.5,NA,160,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Mangrove","Mangrove","field",1,0,2.2104,0.95,NA,NA,NA,NA,NA,0.39,1,"Hrms",NA,"Rhizophora spp. and Aegiceras spp.Massel et al. 1999","fieldMangroveMassel et al. 1999","Mangrovefield","MangroveMassel et al. 1999","MangroveMassel et al. 1999",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.132351584,0,0.8803,0.123134333,31.8,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.58965,0.962538333,0.16,1.854055,0.0696421661262475,NA,1.05,1,"Hrms",0.00226999997587179,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",163,2,0.488994114,0.9,4.29e-14,NA,54.70497162,0,38221.78641,13159.37619,9.193111534,3.165095731,12.96416998,2.444547334,0.488994114,1
384,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.132794932,0,0.8858,0.120827036,31.8,0.3045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.59515,0.962538333,0.16,1.854055,0.0901231381330125,NA,1.05,1,"Hrms",0.00297000016531593,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",164,2,0.243799146,1.2,6.82e-15,NA,54.70497162,0,37558.13074,12222.41124,9.033488943,2.939736739,12.96416998,2.444547334,0.243799146,1
385,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.126064111,0,0.8023,0.113037158,31.8,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.51165,0.962538333,0.16,1.854055,0.103335936744122,NA,1.05,1,"Hrms",0.00342999995253722,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",165,2,0.275964503,0.7,2.7e-14,NA,54.70497162,0,39954.53189,15540.33451,9.609871815,3.737764293,12.96416998,2.444547334,0.275964503,1
386,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.119341352,0,0.7189,0.105622972,31.8,0.1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.42825,0.962538333,0.16,1.854055,0.114950767442286,NA,1.05,1,"Hrms",0.00384000017335795,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",166,2,0.400984068,0.4,2.07e-13,NA,54.70497162,0,44831.95093,22261.93939,10.7829896,5.354446009,12.96416998,2.444547334,0.400984068,1
387,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.121034133,0,0.7399,0.105163533,31.8,0.1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.44925,0.962538333,0.16,1.854055,0.131124994302227,NA,1.05,1,"Hrms",0.00442000003156739,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",167,2,0.35520341,0.5,1.41e-14,NA,54.70497162,0,42584.35877,19139.37893,10.24239829,4.603407158,12.96416998,2.444547334,0.35520341,1
388,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.129860778,0,0.8494,0.114495433,31.8,0.2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.55875,0.962538333,0.16,1.854055,0.118321676772952,NA,1.05,1,"Hrms",0.00396000007527584,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",168,2,1.667623577,0.4,3.36e-14,NA,54.70497162,0,37835.14883,12594.05168,9.100117388,3.029123771,12.96416998,2.444547334,1.667623577,1
389,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.132811053,0,0.886,0.115726942,31.8,0.3047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.59535,0.962538333,0.16,1.854055,0.12863470783565,NA,1.05,1,"Hrms",0.00432999987615694,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",169,2,0.627532902,1.3,1.61e-14,NA,54.70497162,0,36575.56273,10832.9198,8.797161491,2.605535986,12.96416998,2.444547334,0.627532902,1
390,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.137865214,0,0.9487,0.119179707,31.8,0.3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.65805,0.962538333,0.16,1.854055,0.135534602659087,NA,1.05,1,"Hrms",0.00458000002737387,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",170,2,1.782505021,1.1,5.3e-15,NA,54.70497162,0,35136.06943,8799.410001,8.450934283,2.116435812,12.96416998,2.444547334,1.782505021,1
391,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.13072329,0,0.8601,0.111968412,31.8,0.2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.56945,0.962538333,0.16,1.854055,0.143470058013381,NA,1.05,1,"Hrms",0.00487000010353374,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",171,2,0.307218557,1.3,7.07e-15,NA,54.70497162,0,36862.01311,11225.83763,8.866058593,2.700040659,12.96416998,2.444547334,0.307218557,1
392,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.133673566,0,0.8967,0.112403014,31.8,0.3154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.60605,0.962538333,0.16,1.854055,0.159123098429199,NA,1.05,1,"Hrms",0.00545000003835867,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",172,2,1.687295528,1,6.48e-16,NA,54.70497162,0,35560.35335,9400.750529,8.552983135,2.261070353,12.96416998,2.444547334,1.687295528,1
393,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.121050255,0,0.7401,0.101143043,31.8,0.1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.44945,0.962538333,0.16,1.854055,0.164454110402328,NA,1.05,1,"Hrms",0.00565000024346047,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",173,2,0.672820194,0.5,4.89e-14,NA,54.70497162,0,41494.20204,17598.16027,9.980193579,4.232712945,12.96416998,2.444547334,0.672820194,1
394,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.125685251,0,0.7976,0.1048823,31.8,0.2163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.50695,0.962538333,0.16,1.854055,0.165516246611943,NA,1.05,1,"Hrms",0.00569000014930651,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",174,2,0.59839386,0.8,1.71e-15,NA,54.70497162,0,38380.10032,13306.9247,9.231189225,3.200584128,12.96416998,2.444547334,0.59839386,1
395,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.126950806,0,0.8133,0.105367228,31.8,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.52265,0.962538333,0.16,1.854055,0.170015289229436,NA,1.05,1,"Hrms",0.00585999997231177,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",175,2,1.718675926,0.5,2.03e-15,NA,54.70497162,0,37638.65736,12279.85068,9.05285722,2.953552085,12.96416998,2.444547334,1.718675926,1
396,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.130320247,0,0.8551,0.107614872,31.8,0.2738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.56445,0.962538333,0.16,1.854055,0.174227531965927,NA,1.05,1,"Hrms",0.00602000018353414,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",176,2,1.665833671,0.8,1.56e-15,NA,54.70497162,0,36193.29507,10276.31928,8.7052184,2.471662321,12.96416998,2.444547334,1.665833671,1
397,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.133689687,0,0.8969,0.11011677,31.8,0.3156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.60625,0.962538333,0.16,1.854055,0.176325620389851,NA,1.05,1,"Hrms",0.00609999992292727,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",177,2,2.148749782,0.8,1.15e-15,NA,54.70497162,0,35124.18672,8783.963302,8.44807625,2.112720569,12.96416998,2.444547334,2.148749782,1
398,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.116012215,0,0.6776,0.095677914,31.8,0.0963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.38695,0.962538333,0.16,1.854055,0.175277241280153,NA,1.05,1,"Hrms",0.00605999997363119,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",178,2,0.183881944,0.4,3.37e-14,NA,54.70497162,0,47455.05709,25832.1135,11.4138996,6.213144984,12.96416998,2.444547334,0.183881944,1
399,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.122734975,0,0.761,0.101061511,31.8,0.1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.47035,0.962538333,0.16,1.854055,0.176587513054042,NA,1.05,1,"Hrms",0.00611000014648245,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",179,2,0.742421288,0.6,3.28e-14,NA,54.70497162,0,39814.11316,15270.231,9.576098275,3.672798943,12.96416998,2.444547334,0.742421288,1
400,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.119381656,0,0.7194,0.097801465,31.8,0.1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.42875,0.962538333,0.16,1.854055,0.180766390106031,NA,1.05,1,"Hrms",0.00626999993194679,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",180,2,0.464348223,0.5,9.82e-14,NA,54.70497162,0,42537.17163,19018.07945,10.23104883,4.574232184,12.96416998,2.444547334,0.464348223,1
401,28,NA,1,"Quartel et al. 2007","Field","","Vietnam","Mangrove","Wave height","Kandelia candel","mangrove",1,0,1,"Hrmstime",0.119381656,0,0.7194,0.097428966,31.8,0.1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.262664103,NA,NA,NA,NA,NA,0.962538333,NA,NA,NA,NA,NA,NA,160,NA,NA,"","","","Mangrove","Mangrove","field",1,0,5.262664103,0.42875,0.962538333,0.16,1.854055,0.183886626601997,NA,1.05,1,"Hrms",0.00638999986419085,"Kandelia candelQuartel et al. 2007","fieldMangroveQuartel et al. 2007","Mangrovefield","MangroveQuartel et al. 2007","MangroveQuartel et al. 2007",181,2,0.49458095,0.5,5.23e-14,NA,54.70497162,0,42430.55589,18867.30203,10.20540559,4.537967168,12.96416998,2.444547334,0.49458095,1
