%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,ReMean, ReSd, KCMean, KCSd,Re2Mean, Re2Sd, KC2Mean, KC2Sd
349,NaN,1,9,0.08,0.117,1.5,0.1087758253,245,0.683375518,0.08685245636,230,0.437210094,0.07823329572,380,0.32880251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,785,42,20835.58087,585.6795979,16.0273699,0.4505227676,1666.846469,46.85436783,30.31905741,5.717016293
350,NaN,1,9,0.08,0.117,1.5,0.09897651062,245,0.648709991,0.0808092701,230,0.402429011,0.07248959415,380,0.291999096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,786,42,20361.13913,771.2029984,15.66241471,0.5932330757,1628.89113,61.69623987,30.31905741,5.717016293
351,NaN,1,9,0.08,0.117,1.5,0.0903657324,245,0.6188,0.07506562481,230,0.367647927,0.06679712966,380,0.255195682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,787,42,19944.66755,954.6907382,15.34205196,0.7343774909,1595.573404,76.37525906,30.31905741,5.717016293
352,NaN,1,9,0.08,0.117,1.5,0.0813924955,245,0.585,0.06907427574,230,0.332866843,0.06108054069,380,0.218392268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,788,42,19520.23345,1236.651439,15.01556419,0.9512703379,1561.618676,98.93211514,30.31905741,5.717016293
353,NaN,1,9,0.08,0.117,1.5,0.0719541836,245,0.553420072,0.06319619417,230,0.298085759,0.0553720565,380,0.181588853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,789,42,19162.88367,1591.485048,14.74067975,1.224219268,1533.030694,127.3188038,30.31905741,5.717016293
354,NaN,1,9,0.08,0.117,1.5,0.06411313991,245,0.520486,0.05837432124,230,0.263304676,0.04967148818,380,0.155399399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,790,42,18709.85619,1374.920589,14.39219707,1.057631222,1496.788495,109.9936471,30.31905741,5.717016293
355,NaN,1,9,0.08,0.117,1.5,0.06053266433,245,0.5103,0.05262209128,230,0.255458464,0.04354404657,380,0.150316968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,791,42,16890.32153,925.6752487,12.99255502,0.7120578836,1351.225723,74.0540199,30.31905741,5.717016293
356,NaN,1,9,0.08,0.117,1.5,0.05657602971,245,0.5068,0.04941588093,230,0.251825516,0.04116036964,380,0.145234536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,792,42,16115.22458,1072.460779,12.3963266,0.8249698301,1289.217966,85.79686233,30.31905741,5.717016293
357,NaN,1,9,0.08,0.117,1.5,0.05328957203,245,0.505091629,0.04646294514,230,0.248192569,0.03915531038,380,0.140152105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,793,42,15443.41611,1270.020232,11.87955085,0.9769386398,1235.473289,101.6016185,30.31905741,5.717016293
358,NaN,1,9,0.08,0.117,1.5,0.04989757764,245,0.502428083,0.04350534494,230,0.244559621,0.03762330686,380,0.135069673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,794,42,14858.62442,1608.693514,11.42971109,1.237456549,1188.689954,128.6954811,30.31905741,5.717016293
359,NaN,1,9,0.08,0.117,1.5,0.04608131931,245,0.489051035,0.04066268471,230,0.23915529,0.03596823474,380,0.127198903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,795,42,14365.2798,1973.275618,11.05021523,1.517904322,1149.222384,157.8620495,30.31905741,5.717016293
360,NaN,1,9,0.08,0.117,1.5,0.04274209327,245,0.466782538,0.03781138734,230,0.218284513,0.03091169246,380,0.108123457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,796,42,13662.15248,1462.102418,10.50934806,1.124694168,1092.972199,116.9681935,30.31905741,5.717016293
361,NaN,1,3,2400,0.005,0.35,0.05,1,2.1,0.0536444,2,2.1,0.0513745,4,2.1,0.05092055,8,2.1,0.05273645,16,2.1,0.05213115,21,2.1,0.0536444,26,2.1,NaN,NaN,NaN,NaN,NaN,NaN,1,23,5,247.039297,5.383770016,23.21029693,0.5058260049,592894.3129,12921.04804,305.1505648,68.32691479
362,NaN,1,3,2400,0.005,0.35,0.05,1,1.4,0.05349305,2,1.4,0.04789405,4,1.4,0.04456495,8,1.4,0.04411095,16,1.4,0.04320305,21,1.4,0.04274905,26,1.4,NaN,NaN,NaN,NaN,NaN,NaN,1,24,5,251.9138416,22.41221428,28.80552315,2.562763336,604593.2198,53789.31427,305.1505648,68.32691479
363,NaN,1,3,2400,0.005,0.35,0.05,1,0.7,0.05470365,1,0.7,0.0391173,4,0.7,0.0374527,8,0.7,0.0327616,16,0.7,0.027314,21,0.7,0.0247415,26,0.7,NaN,NaN,NaN,NaN,NaN,NaN,1,25,5,269.0777513,80.07420907,36.19027991,10.76977946,645786.6031,192178.1018,305.1505648,68.32691479
364,NaN,1,3,2400,0.005,0.35,0.05,1,0.45,0.05288775,1,0.45,0.0500126,2,0.45,0.02701135,4,0.45,0.02080705,8,0.45,0.01460275,16,0.45,0.01278685,21,0.45,0.00991175,26,0.45,NaN,NaN,NaN,1,26,5,251.2201608,165.8086412,35.08449346,23.15623145,602928.3858,397940.7389,304.8182932,62.37984905
365,NaN,1,5.8,16125,0.0064,0.0703,0.1698234956,549,1.6842,0.1373852998,330,1.0403,0.00477032291,630,0.0743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,31,8,659.1352004,720.7675339,103.9842813,112.0345755,10628555.11,11622376.48,357.1963952,67.3535982
366,NaN,1,5.8,528.25,0.00865,0.0821,0.1516962685,310,1.2002,0.116395879,390,0.5031,0.02766787288,640,0.0898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,32,8,1483.570529,591.6623543,132.7281233,51.08681028,783696.1317,312545.6387,264.284038,49.83387612
367,NaN,1,5.8,10000,0.0001,0.0533,0.1812722706,130,0.9513,0.116395879,180,0.487,0.02385161455,290,0.1284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,33,8,15.64787513,9.560943666,10435.0382,6250.867372,156478.7513,95609.43666,22860.56929,4310.630285
368,7,1,1.6,291,0.0048,0.57,0.1458181702,0,0.58,0.1275908989,4.42,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,347,14,967.2468462,163.5965836,78.58228702,13.301442,281468.8323,47606.60582,131.3825821,24.77373727
369,7,1,1.6,291,0.0048,0.57,0.1458181702,0,0.64,0.1275908989,4.42,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,348,14,872.5106065,130.1407722,70.6181974,10.96042728,253900.5865,37870.96472,131.3825821,24.77373727
370,7,1,1.6,291,0.0048,0.57,0.1640454415,0,0.85,0.07290908509,8.69,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,349,14,602.6036165,152.2232285,45.83559273,7.947374858,175357.6524,44296.95949,131.3825821,24.77373727
371,7,1,1.6,291,0.0048,0.57,0.1549318058,0,0.95,0.07290908509,8.69,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,350,14,526.8642963,142.9501211,38.2673996,5.202928483,153317.5102,41598.48523,131.3825821,24.77373727
372,7,1,1.6,188,0.0053,0.44,0.1640454415,0,0.27,0.07290908509,4.57,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,351,14,1982.114516,88.87728044,132.0939258,5.923042684,372637.5291,16708.92872,118.9879989,22.43659224
373,7,1,1.6,188,0.0053,0.44,0.1458181702,0,0.37,0.08202272073,4.57,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,352,14,1470.024941,146.3344428,97.96677428,9.75215653,276364.6889,27510.87525,118.9879989,22.43659224
374,7,1,1.6,188,0.0053,0.44,0.1549318058,0,0.82,0.06379544945,9.45,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,353,14,907.8309684,81.24862101,55.17134256,12.95123974,170672.2221,15274.74075,118.9879989,22.43659224
375,7,1,1.6,188,0.0053,0.44,0.1913863484,0,0.88,0.09113635636,9.45,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,354,14,1084.785769,95.13834782,64.39441988,17.5110102,203939.7247,17886.00939,118.9879989,22.43659224
376,7,1,1.6,179,0.0044,0.48,0.1822727127,0,0.58,0.05468181382,4.94,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,355,14,1008.321512,20.23338919,96.60710257,3.217582771,180489.5506,3621.776666,143.3264532,27.0258952
377,7,1,1.6,179,0.0044,0.48,0.1275908989,0,0.52,0.01822727127,4.94,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,356,14,683.3303599,103.6835863,65.95574948,9.858240455,122316.1344,18559.36194,143.3264532,27.0258952
378,7,1,1.6,179,0.0044,0.48,0.1275908989,0,0.43,0.05468181382,2.5,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,357,14,953.3924359,97.91483323,92.18753305,9.467797923,170657.246,17526.75515,143.3264532,27.0258952
379,7,1,1.6,179,0.0044,0.48,0.1093636276,0,0.37,0.01822727127,2.5,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,358,14,730.4431428,170.3111229,70.62962621,16.46810031,130749.3226,30485.69099,143.3264532,27.0258952
380,7,1,1.6,199,0.00525,0.59,0.1184772633,0,0.79,0.03645454254,4.72,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,359,14,564.0567753,24.98986114,37.12757343,0.0253281283,112247.2983,4972.982366,120.1212179,22.65027407
381,7,1,1.6,199,0.00525,0.59,0.1275908989,0,0.82,0.05468181382,4.72,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,360,14,677.6613892,95.79086354,44.44018406,8.748153804,134854.6164,19062.38184,120.1212179,22.65027407
382,7,1,1.6,199,0.00525,0.59,0.1458181702,0,0.79,0.1184772633,2.44,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,361,14,797.8479696,115.7900622,52.73346461,9.92204729,158771.746,23042.22238,120.1212179,22.65027407
383,7,1,1.6,199,0.00525,0.59,0.1549318058,0,0.64,0.1275908989,2.44,0.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,362,14,1081.705772,252.4741422,73.33233638,17.33905044,215259.4486,50242.3543,120.1212179,22.65027407
384,NaN,1,1.6,301,0.00475,0.35,0.1458181702,0,0.79,0.003645454254,29.41,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,366,14,415.9986458,549.1688438,26.39627713,34.13007976,125215.5924,165299.822,132.7655567,25.03451345
385,NaN,1,1.6,301,0.00475,0.35,0.1640454415,0,0.79,0.009113635636,29.41,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,367,14,485.5736008,592.9599702,31.10101948,36.40907594,146157.6538,178480.951,132.7655567,25.03451345
386,NaN,1,1.6,301,0.00475,0.35,0.1549318058,0,0.79,0.009113635636,19.33,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,368,14,489.0885048,516.8966595,31.970996,30.71249003,147215.64,155585.8945,132.7655567,25.03451345
387,NaN,1,1.6,301,0.00475,0.35,0.1458181702,0,0.76,0.009113635636,19.35,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,369,14,477.3685028,480.2676768,32.1423696,29.29094504,143687.9193,144560.5707,132.7655567,25.03451345
388,NaN,1,1.6,301,0.00475,0.35,0.1367045345,0,0.73,0.02734090691,8.69,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,370,14,574.8825871,288.6699398,41.30477835,14.90979938,173039.6587,86889.65187,132.7655567,25.03451345
389,NaN,1,1.6,301,0.00475,0.35,0.1549318058,0,0.7,0.01822727127,8.69,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,371,14,587.4154454,441.0642214,42.18506535,27.32823159,176812.0491,132760.3306,132.7655567,25.03451345
390,NaN,1,1.6,346,0.00505,0.41,0.1093636276,0,0.67,0.05468181382,4.42,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,372,14,720.1193626,96.50307266,50.31923106,10.67702818,249161.2995,33390.06314,124.8784939,23.54731463
391,NaN,1,1.6,346,0.00505,0.41,0.1367045345,0,0.72,0.01822727127,10.12,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,373,14,558.9116894,319.2430725,36.98516668,17.71834936,193383.4445,110458.1031,124.8784939,23.54731463
392,NaN,1,1.6,346,0.00505,0.41,0.1184772633,0,0.76,0.01822727127,20.12,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,374,14,462.4842481,282.4162821,29.8412899,14.92223449,160019.5498,97716.03361,124.8784939,23.54731463
393,NaN,1,1.6,346,0.00505,0.41,0.1093636276,0,0.73,0.02734090691,20.12,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,375,14,508.7817705,162.0732592,33.97427481,7.127296616,176038.4926,56077.34767,124.8784939,23.54731463
394,NaN,1,1.6,346,0.00505,0.41,0.1093636276,0,0.7,0.01822727127,10.12,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,376,14,485.0192538,214.7433879,32.64762696,11.58414186,167816.6618,74301.2122,124.8784939,23.54731463
395,NaN,1,1.6,346,0.00505,0.41,0.1093636276,0,0.67,0.05468181382,4.42,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,377,14,684.4405575,46.04562259,47.70024378,6.973220845,236816.4329,15931.78542,124.8784939,23.54731463
396,NaN,1,1.6,252,0.0046,0.43,0.1913863484,0,0.64,0.009113635636,9.54,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,378,14,684.5775088,517.1864349,57.15600619,40.93558066,172513.5322,130330.9816,137.0948683,25.85085628
397,NaN,1,1.6,252,0.0046,0.43,0.2096136196,0,0.67,0.009113635636,19.66,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,379,14,670.8942372,635.0318718,54.81080271,49.75657351,169065.3478,160028.0317,137.0948683,25.85085628
398,NaN,1,1.6,252,0.0046,0.43,0.1822727127,0,0.76,0.01822727127,29.87,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,380,14,588.4422348,454.8215841,45.91434251,31.5479718,148287.4432,114615.0392,137.0948683,25.85085628
399,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.335451457,177,1.43,0.2772565689,197,1.04,0.09418662325,377,0.780866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,243,21,1548.750444,963.4810213,121.7872001,72.27166908,17615014.32,10958338.74,187.3833617,35.33334553
400,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.2192738128,177,1.5375,0.1582504976,197,1.1475,0.05359869401,377,0.888366929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,244,21,840.8058762,532.9917621,64.6725317,39.03622761,9563069.123,6062085.443,187.3833617,35.33334553
401,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.3821912152,177,1.33,0.3008032247,197,0.94,0.1670893324,377,0.680866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,245,21,2091.135027,627.9969322,168.486687,45.36245111,23783930.83,7142645.219,187.3833617,35.33334553
402,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.4753171783,177,1.573333333,0.3997981741,197,1.183333333,0.2660842818,377,0.924200263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,246,21,2647.607103,547.492412,203.7795614,34.50307198,30113074.2,6227011.405,187.3833617,35.33334553
403,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.2777515437,177,1.3,0.2428911793,197,0.91,0.109177287,377,0.650866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,247,21,1589.77026,691.2382029,128.4939608,52.19299567,18081561.17,7861932.109,187.3833617,35.33334553
404,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.4348706704,177,1.56,0.3709482174,197,1.17,0.2226679254,377,0.910866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,248,21,2367.247047,654.2356878,182.4653161,43.74170968,26924344.58,7441076.808,187.3833617,35.33334553
405,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.3448559772,177,1.125,0.2809335242,197,0.735,0.1122885569,377,0.475866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,249,21,1999.91151,941.4081905,166.0149524,74.76988704,22746382.43,10707289.11,187.3833617,35.33334553
406,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.327531861,177,1.295,0.2635386973,197,0.905,0.1240265294,377,0.645866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,250,21,1758.380767,710.9736808,142.3142322,53.43830081,19999285.56,8086397.404,187.3833617,35.33334553
407,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.2781758077,177,1.275,0.2229507681,197,0.885,0.08923687579,377,0.625866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,251,21,1425.633744,717.8389455,115.6041497,55.10943844,16214722.6,8164480.827,187.3833617,35.33334553
408,NaN,1,3.11,11373.69444,0.006541666667,0.4,0.2375878785,177,1.12,0.1736654255,197,0.73,0.07481189745,377,0.470866929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,252,21,1273.691529,536.9385931,105.8576452,42.45420259,14486578.27,6106975.494,187.3833617,35.33334553
409,NaN,1,2.6,2400,0.005,0.151780333,0.07848885271,0,0.2,0.05570071317,10,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,255,22,948.3903256,259.4509523,114.8482023,31.65102959,2276136.782,622682.2855,204.9568281,38.64703014
410,NaN,1,2.6,10000,0.0001,0.059012,0.08697413409,0,0.2,0.05086337871,10,0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,256,22,21.0391569,6.68734255,6228.08511,1944.735289,210391.569,66873.4255,10247.84141,1932.351507
411,NaN,1,2.6,2400,0.005,0.151780333,0.0827314934,0,0.3,0.06109352526,10,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,257,22,834.0885512,195.6927624,98.98624519,23.55333087,2001812.523,469662.6298,204.9568281,38.64703014
412,NaN,1,2.6,6200,0.00255,0.226025667,0.09121677477,0,0.3,0.07013272793,10,0.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,258,22,532.9353547,6.435308793,248.5960773,1.989819471,3304199.199,39898.91452,401.8761336,75.77849047
413,NaN,1,2.6,10000,0.0001,0.059012,0.05656854249,0,0.3,0.04623482743,10,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,259,22,12.82893973,1.373731608,3690.715455,371.6861759,128289.3973,13737.31608,10247.84141,1932.351507
414,NaN,1,2.6,2400,0.005,0.151780333,0.06858935778,0,0.4,0.06605135213,10,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,260,22,680.5587673,29.28347959,78.64255142,3.695328745,1633341.042,70280.35101,204.9568281,38.64703014
415,NaN,1,2.6,6200,0.00255,0.226025667,0.07848885271,0,0.4,0.07383032929,10,0.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,261,22,421.0598442,30.79879823,194.2845144,16.92052367,2610571.034,190952.549,401.8761336,75.77849047
416,NaN,1,2.6,10000,0.0001,0.059012,0.05656854249,0,0.4,0.05006887353,10,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,262,22,11.56799915,0.7027673138,3227.298759,174.5780178,115679.9915,7027.673138,10247.84141,1932.351507
417,NaN,1,2.6,2400,0.005,0.151780333,0.07848885271,0,0.5,0.06861730971,10,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,263,22,671.5995494,72.26713576,75.38516133,8.431828828,1611838.919,173441.1258,204.9568281,38.64703014
418,NaN,1,2.6,6200,0.00255,0.226025667,0.0827314934,0,0.5,0.07508379415,10,0.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,264,22,382.0708572,6.723927993,172.5723371,6.287350579,2368839.315,41688.35356,401.8761336,75.77849047
419,NaN,1,2.6,10000,0.0001,0.059012,0.05656854249,0,0.5,0.05191855173,10,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,265,22,10.59249875,0.4331609283,2862.543914,97.42892166,105924.9875,4331.609283,10247.84141,1932.351507
420,NaN,1,2.6,2400,0.005,0.151780333,0.07848885271,0,0.6,0.07067599382,10,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,266,22,627.6863449,52.97644833,68.30354878,6.069844549,1506447.228,127143.476,204.9568281,38.64703014
